date,lift_reason,det_facility,city,state,detainer_type
2008-03-17 00:00:00,,LUZERNE COUNTY JAIL,WILKESBARRE,PENNSYLVANIA,
2008-03-17 00:00:00,,"BUCKS CNTY JAIL, PA",DOYLESTOWN,PENNSYLVANIA,
2008-03-17 00:00:00,Case Closed,JUNIATA COUNTY PRISON,MIFFLINTOWN,PENNSYLVANIA,
2008-03-17 00:00:00,,SCI COAL TOWNSHIP,COAL TOWNSHIP,PENNSYLVANIA,
2008-03-17 00:00:00,,FDC PHILADELPHIA,PHILADELPHIA,PENNSYLVANIA,
2008-03-17 00:00:00,Lifted,"MONTGOMERY CNTY JAIL, PA",NORRISTOWN,PENNSYLVANIA,
2008-03-17 00:00:00,Booked into Detention,MONROE CO JAIL,STROUDSBURG,PENNSYLVANIA,
2008-03-17 00:00:00,Booked into Detention,FDC PHILADELPHIA,PHILADELPHIA,PENNSYLVANIA,
2008-03-17 00:00:00,Booked into Detention,SCI WAYMART,WAYMART,PENNSYLVANIA,
2008-03-17 00:00:00,Case Closed,MOSHANNON VALLEY CORRECTIONAL,PHILIPSBURG,PENNSYLVANIA,
2008-03-18 00:00:00,Booked into Detention,SCI LAUREL HIGHLANDS,SOMERSET,PENNSYLVANIA,
2008-03-18 00:00:00,Booked into Detention,FAYETTE COUNTY JAIL,UNIONTOWN,PENNSYLVANIA,
2008-03-18 00:00:00,Case Closed,MCKEAN FED.CORR.INST.,BRADFORD,PENNSYLVANIA,
2008-03-18 00:00:00,,SCI LAUREL HIGHLANDS,SOMERSET,PENNSYLVANIA,
2008-03-18 00:00:00,Booked into Detention,ALLENWOOD U.S.PEN.,WHITE DEER,PENNSYLVANIA,
2008-03-18 00:00:00,Lifted,NORTHAMPTON COUNTY PRISON,EASTON,PENNSYLVANIA,
2008-03-18 00:00:00,Booked into Detention,MCKEAN FED.CORR.INST.,BRADFORD,PENNSYLVANIA,
2008-03-18 00:00:00,Booked into Detention,ALLENWOOD (MED) FCI,WHITE DEER,PENNSYLVANIA,
2008-03-18 00:00:00,,SCI LAUREL HIGHLANDS,SOMERSET,PENNSYLVANIA,
2008-03-18 00:00:00,Booked into Detention,ALLENWOOD (MED) FCI,WHITE DEER,PENNSYLVANIA,
2008-03-18 00:00:00,Case Closed,MCKEAN FED.CORR.INST.,BRADFORD,PENNSYLVANIA,
2008-03-18 00:00:00,Booked into Detention,MCKEAN FED.CORR.INST.,BRADFORD,PENNSYLVANIA,
2008-03-18 00:00:00,Booked into Detention,CURRAN FROMHOLD CORR.FAC.,PHILADELPHIA,PENNSYLVANIA,
2008-03-18 00:00:00,Booked into Detention,CLINTON COUNTY CORR. FAC.,MCELHATTAN,PENNSYLVANIA,
2008-03-18 00:00:00,Booked into Detention,MCKEAN FED.CORR.INST.,BRADFORD,PENNSYLVANIA,
2008-03-18 00:00:00,,ALLENWOOD (LOW) FCI,WHITE DEER,PENNSYLVANIA,
2008-03-18 00:00:00,Lifted,DELAWARE CO JAIL,THORNTON,PENNSYLVANIA,
2008-03-18 00:00:00,Booked into Detention,"BUCKS CNTY JAIL, PA",DOYLESTOWN,PENNSYLVANIA,
2008-03-18 00:00:00,Booked into Detention,SCI LAUREL HIGHLANDS,SOMERSET,PENNSYLVANIA,
2008-03-18 00:00:00,,ALLENWOOD (LOW) FCI,WHITE DEER,PENNSYLVANIA,
2008-03-18 00:00:00,Case Closed,"YORK COUNTY JAIL, PA",YORK,PENNSYLVANIA,
2008-03-18 00:00:00,Booked into Detention,MCKEAN FED.CORR.INST.,BRADFORD,PENNSYLVANIA,
2008-03-18 00:00:00,Booked into Detention,SCI HOUTZDALE,HOUTZDALE,PENNSYLVANIA,
2008-03-18 00:00:00,,SCI LAUREL HIGHLANDS,SOMERSET,PENNSYLVANIA,
2008-03-18 00:00:00,Booked into Detention,SCI HOUTZDALE,HOUTZDALE,PENNSYLVANIA,
2008-03-18 00:00:00,,"CAMPHILL SCI, PA",CAMP HILL,PENNSYLVANIA,
2008-03-18 00:00:00,Booked into Detention,ALLENWOOD (LOW) FCI,WHITE DEER,PENNSYLVANIA,
2008-03-18 00:00:00,Booked into Detention,"CHESTER CNTY JAIL, PA",WEST CHESTER,PENNSYLVANIA,
2008-03-18 00:00:00,Booked into Detention,MCKEAN FED.CORR.INST.,BRADFORD,PENNSYLVANIA,
2008-03-18 00:00:00,Booked into Detention,MCKEAN FED.CORR.INST.,BRADFORD,PENNSYLVANIA,
2008-03-18 00:00:00,,LORETTO FED.CORR.INST.,LORETTO,PENNSYLVANIA,
2008-03-18 00:00:00,Booked into Detention,MCKEAN FED.CORR.INST.,BRADFORD,PENNSYLVANIA,
2008-03-18 00:00:00,Booked into Detention,SCHUYLKILL FED.CORR.INST.,MINERSVILLE,PENNSYLVANIA,
2008-03-18 00:00:00,Case Closed,MOSHANNON VALLEY CORRECTIONAL,PHILIPSBURG,PENNSYLVANIA,
2008-03-19 00:00:00,Case Closed,MOSHANNON VALLEY CORRECTIONAL,PHILIPSBURG,PENNSYLVANIA,
2008-03-19 00:00:00,Booked into Detention,MOSHANNON VALLEY CORRECTIONAL,PHILIPSBURG,PENNSYLVANIA,
2008-03-19 00:00:00,Booked into Detention,ALLENWOOD (MED) FCI,WHITE DEER,PENNSYLVANIA,
2008-03-19 00:00:00,Booked into Detention,ALLENWOOD (MED) FCI,WHITE DEER,PENNSYLVANIA,
2008-03-19 00:00:00,Booked into Detention,ALLENWOOD (LOW) FCI,WHITE DEER,PENNSYLVANIA,
2008-03-19 00:00:00,Booked into Detention,SCI LAUREL HIGHLANDS,SOMERSET,PENNSYLVANIA,
2008-03-19 00:00:00,,SCI LAUREL HIGHLANDS,SOMERSET,PENNSYLVANIA,
2008-03-19 00:00:00,Case Closed,MOSHANNON VALLEY CORRECTIONAL,PHILIPSBURG,PENNSYLVANIA,
2008-03-19 00:00:00,Booked into Detention,MOSHANNON VALLEY CORRECTIONAL,PHILIPSBURG,PENNSYLVANIA,
2008-03-19 00:00:00,Booked into Detention,SCI LAUREL HIGHLANDS,SOMERSET,PENNSYLVANIA,
2008-03-19 00:00:00,Booked into Detention,CURRAN FROMHOLD CORR.FAC.,PHILADELPHIA,PENNSYLVANIA,
2008-03-19 00:00:00,Case Closed,"YORK COUNTY JAIL, PA",YORK,PENNSYLVANIA,
2008-03-19 00:00:00,Booked into Detention,CURRAN FROMHOLD CORR.FAC.,PHILADELPHIA,PENNSYLVANIA,
2008-03-19 00:00:00,,CURRAN FROMHOLD CORR.FAC.,PHILADELPHIA,PENNSYLVANIA,
2008-03-19 00:00:00,,SCI LAUREL HIGHLANDS,SOMERSET,PENNSYLVANIA,
2008-03-19 00:00:00,Case Closed,"YORK COUNTY JAIL, PA",YORK,PENNSYLVANIA,
2008-03-19 00:00:00,,LUZERNE COUNTY JAIL,WILKESBARRE,PENNSYLVANIA,
2008-03-19 00:00:00,Booked into Detention,MOSHANNON VALLEY CORRECTIONAL,PHILIPSBURG,PENNSYLVANIA,
2008-03-19 00:00:00,Booked into Detention,MOSHANNON VALLEY CORRECTIONAL,PHILIPSBURG,PENNSYLVANIA,
2008-03-19 00:00:00,Booked into Detention,MOSHANNON VALLEY CORRECTIONAL,PHILIPSBURG,PENNSYLVANIA,
2008-03-19 00:00:00,Booked into Detention,MOSHANNON VALLEY CORRECTIONAL,PHILIPSBURG,PENNSYLVANIA,
2008-03-19 00:00:00,Booked into Detention,ALLENWOOD (LOW) FCI,WHITE DEER,PENNSYLVANIA,
2008-03-19 00:00:00,Booked into Detention,SCI LAUREL HIGHLANDS,SOMERSET,PENNSYLVANIA,
2008-03-19 00:00:00,Booked into Detention,MOSHANNON VALLEY CORRECTIONAL,PHILIPSBURG,PENNSYLVANIA,
2008-03-19 00:00:00,Booked into Detention,MOSHANNON VALLEY CORRECTIONAL,PHILIPSBURG,PENNSYLVANIA,
2008-03-19 00:00:00,,SCI LAUREL HIGHLANDS,SOMERSET,PENNSYLVANIA,
2008-03-19 00:00:00,,SCI SOMERSET,SOMERSET,PENNSYLVANIA,
2008-03-19 00:00:00,Lifted,ALLENWOOD (MED) FCI,WHITE DEER,PENNSYLVANIA,
2008-03-19 00:00:00,Case Closed,CLINTON COUNTY CORR. FAC.,MCELHATTAN,PENNSYLVANIA,
2008-03-19 00:00:00,Case Closed,MOSHANNON VALLEY CORRECTIONAL,PHILIPSBURG,PENNSYLVANIA,
2008-03-19 00:00:00,Booked into Detention,ALLENWOOD U.S.PEN.,WHITE DEER,PENNSYLVANIA,
2008-03-19 00:00:00,Booked into Detention,MOSHANNON VALLEY CORRECTIONAL,PHILIPSBURG,PENNSYLVANIA,
2008-03-19 00:00:00,Case Closed,CLINTON COUNTY CORR. FAC.,MCELHATTAN,PENNSYLVANIA,
2008-03-19 00:00:00,Booked into Detention,MOSHANNON VALLEY CORRECTIONAL,PHILIPSBURG,PENNSYLVANIA,
2008-03-19 00:00:00,,"S.C.I., GREENSBURG, PA",GREENSBURG,PENNSYLVANIA,
2008-03-19 00:00:00,Booked into Detention,MOSHANNON VALLEY CORRECTIONAL,PHILIPSBURG,PENNSYLVANIA,
2008-03-19 00:00:00,Case Closed,MOSHANNON VALLEY CORRECTIONAL,PHILIPSBURG,PENNSYLVANIA,
2008-03-19 00:00:00,Case Closed,"YORK COUNTY JAIL, PA",YORK,PENNSYLVANIA,
2008-03-19 00:00:00,Booked into Detention,MOSHANNON VALLEY CORRECTIONAL,PHILIPSBURG,PENNSYLVANIA,
2008-03-19 00:00:00,Case Closed,"YORK COUNTY JAIL, PA",YORK,PENNSYLVANIA,
2008-03-19 00:00:00,,MOSHANNON VALLEY CORRECTIONAL,PHILIPSBURG,PENNSYLVANIA,
2008-03-19 00:00:00,,SCI LAUREL HIGHLANDS,SOMERSET,PENNSYLVANIA,
2008-03-19 00:00:00,Case Closed,"YORK COUNTY JAIL, PA",YORK,PENNSYLVANIA,
2008-03-19 00:00:00,Booked into Detention,ALLENWOOD (MED) FCI,WHITE DEER,PENNSYLVANIA,
2008-03-20 00:00:00,Lifted,ALLEGHENY CO. JAIL,PITTSBURGH,PENNSYLVANIA,
2008-03-20 00:00:00,Booked into Detention,LEWISBURG U.S. PEN.,LEWISBURG,PENNSYLVANIA,
2008-03-20 00:00:00,Booked into Detention,ALLENWOOD (MED) FCI,WHITE DEER,PENNSYLVANIA,
2008-03-20 00:00:00,,MOSHANNON VALLEY CORRECTIONAL,PHILIPSBURG,PENNSYLVANIA,
2008-03-20 00:00:00,Booked into Detention,ALLENWOOD (MED) FCI,WHITE DEER,PENNSYLVANIA,
2008-03-20 00:00:00,Booked into Detention,LEWISBURG U.S. PEN.,LEWISBURG,PENNSYLVANIA,
2008-03-20 00:00:00,Booked into Detention,CURRAN FROMHOLD CORR.FAC.,PHILADELPHIA,PENNSYLVANIA,
2008-03-20 00:00:00,Booked into Detention,ALLENWOOD (MED) FCI,WHITE DEER,PENNSYLVANIA,
2008-03-20 00:00:00,,MOSHANNON VALLEY CORRECTIONAL,PHILIPSBURG,PENNSYLVANIA,
2008-03-20 00:00:00,,LEWISBURG U.S. PEN.,LEWISBURG,PENNSYLVANIA,
2008-03-20 00:00:00,,ALLENWOOD (MED) FCI,WHITE DEER,PENNSYLVANIA,
2008-03-20 00:00:00,Booked into Detention,"BUCKS CNTY JAIL, PA",DOYLESTOWN,PENNSYLVANIA,
2008-03-20 00:00:00,Booked into Detention,ALLENWOOD (MED) FCI,WHITE DEER,PENNSYLVANIA,
2008-03-20 00:00:00,,ALLENWOOD (LOW) FCI,WHITE DEER,PENNSYLVANIA,
2008-03-20 00:00:00,,SCHUYLKILL FED.CORR.INST.,MINERSVILLE,PENNSYLVANIA,
2008-03-20 00:00:00,Booked into Detention,ALLENWOOD (LOW) FCI,WHITE DEER,PENNSYLVANIA,
2008-03-20 00:00:00,,MOSHANNON VALLEY CORRECTIONAL,PHILIPSBURG,PENNSYLVANIA,
2008-03-20 00:00:00,,ALLENWOOD U.S.PEN.,WHITE DEER,PENNSYLVANIA,
2008-03-20 00:00:00,Booked into Detention,LORETTO FED.CORR.INST.,LORETTO,PENNSYLVANIA,
2008-03-20 00:00:00,,DELAWARE CO JAIL,THORNTON,PENNSYLVANIA,
2008-03-20 00:00:00,,ALLENWOOD (MED) FCI,WHITE DEER,PENNSYLVANIA,
2008-03-21 00:00:00,Booked into Detention,FDC PHILADELPHIA,PHILADELPHIA,PENNSYLVANIA,
2008-03-21 00:00:00,Booked into Detention,"BUCKS CNTY JAIL, PA",DOYLESTOWN,PENNSYLVANIA,
2008-03-21 00:00:00,Booked into Detention,"BUCKS CNTY JAIL, PA",DOYLESTOWN,PENNSYLVANIA,
2008-03-21 00:00:00,Case Closed,"MONTGOMERY CNTY JAIL, PA",NORRISTOWN,PENNSYLVANIA,
2008-03-21 00:00:00,Booked into Detention,MCKEAN FED.CORR.INST.,BRADFORD,PENNSYLVANIA,
2008-03-21 00:00:00,Lifted,FDC PHILADELPHIA,PHILADELPHIA,PENNSYLVANIA,
2008-03-21 00:00:00,,MCKEAN FED.CORR.INST.,BRADFORD,PENNSYLVANIA,
2008-03-21 00:00:00,Booked into Detention,"SCI ROCKVIEW, PA",BELLEFONTE,PENNSYLVANIA,
2008-03-21 00:00:00,Booked into Detention,MCKEAN FED.CORR.INST.,BRADFORD,PENNSYLVANIA,
2008-03-21 00:00:00,Booked into Detention,MOSHANNON VALLEY CORRECTIONAL,PHILIPSBURG,PENNSYLVANIA,
2008-03-21 00:00:00,Booked into Detention,MCKEAN FED.CORR.INST.,BRADFORD,PENNSYLVANIA,
2008-03-21 00:00:00,Booked into Detention,"LACKAWANA CNTY JAIL, PA",SCRANTON,PENNSYLVANIA,
2008-03-21 00:00:00,,FDC PHILADELPHIA,PHILADELPHIA,PENNSYLVANIA,
2008-03-21 00:00:00,Case Closed,"CHESTER CNTY JAIL, PA",WEST CHESTER,PENNSYLVANIA,
2008-03-21 00:00:00,,"CHESTER CNTY JAIL, PA",WEST CHESTER,PENNSYLVANIA,
2008-03-21 00:00:00,Booked into Detention,CURRAN FROMHOLD CORR.FAC.,PHILADELPHIA,PENNSYLVANIA,
2008-03-21 00:00:00,Booked into Detention,"YORK COUNTY JAIL, PA",YORK,PENNSYLVANIA,
2008-03-21 00:00:00,Booked into Detention,"BUCKS CNTY JAIL, PA",DOYLESTOWN,PENNSYLVANIA,
2008-03-21 00:00:00,,CURRAN FROMHOLD CORR.FAC.,PHILADELPHIA,PENNSYLVANIA,
2008-03-24 00:00:00,Booked into Detention,SRCF MERCER,MERCER,PENNSYLVANIA,
2008-03-24 00:00:00,,S.C.I. FOREST,MARIENVILLE,PENNSYLVANIA,
2008-03-24 00:00:00,Lifted,NORTHAMPTON COUNTY PRISON,EASTON,PENNSYLVANIA,
2008-03-24 00:00:00,Lifted,LUZERNE COUNTY JAIL,WILKESBARRE,PENNSYLVANIA,
2008-03-24 00:00:00,Case Closed,"MONTGOMERY CNTY JAIL, PA",NORRISTOWN,PENNSYLVANIA,
2008-03-24 00:00:00,Booked into Detention,SCI ALBION,ALBION,PENNSYLVANIA,
2008-03-24 00:00:00,Booked into Detention,"CHESTER CNTY JAIL, PA",WEST CHESTER,PENNSYLVANIA,
2008-03-24 00:00:00,Lifted,"MONTGOMERY CNTY JAIL, PA",NORRISTOWN,PENNSYLVANIA,
2008-03-24 00:00:00,Booked into Detention,MOSHANNON VALLEY CORRECTIONAL,PHILIPSBURG,PENNSYLVANIA,
2008-03-24 00:00:00,Case Closed,"MONTGOMERY CNTY JAIL, PA",NORRISTOWN,PENNSYLVANIA,
2008-03-24 00:00:00,Booked into Detention,LORETTO FED.CORR.INST.,LORETTO,PENNSYLVANIA,
2008-03-24 00:00:00,Booked into Detention,"CHESTER CNTY JAIL, PA",WEST CHESTER,PENNSYLVANIA,
2008-03-24 00:00:00,Case Closed,"BERKS COUNTY JAIL, PA",LEESPORT,PENNSYLVANIA,
2008-03-24 00:00:00,,"SCI DALLAS, PA",DALLAS,PENNSYLVANIA,
2008-03-24 00:00:00,Booked into Detention,ALLENWOOD (MED) FCI,WHITE DEER,PENNSYLVANIA,
2008-03-24 00:00:00,Booked into Detention,"MONTGOMERY CNTY JAIL, PA",NORRISTOWN,PENNSYLVANIA,
2008-03-24 00:00:00,,S.C.I. FOREST,MARIENVILLE,PENNSYLVANIA,
2008-03-24 00:00:00,Booked into Detention,"CAMPHILL SCI, PA",CAMP HILL,PENNSYLVANIA,
2008-03-24 00:00:00,,S.C.I. FOREST,MARIENVILLE,PENNSYLVANIA,
2008-03-24 00:00:00,Case Closed,"CHESTER CNTY JAIL, PA",WEST CHESTER,PENNSYLVANIA,
2008-03-25 00:00:00,Booked into Detention,MOSHANNON VALLEY CORRECTIONAL,PHILIPSBURG,PENNSYLVANIA,
2008-03-25 00:00:00,Booked into Detention,MOSHANNON VALLEY CORRECTIONAL,PHILIPSBURG,PENNSYLVANIA,
2008-03-25 00:00:00,Case Closed,CLINTON COUNTY CORR. FAC.,MCELHATTAN,PENNSYLVANIA,
2008-03-25 00:00:00,Booked into Detention,MOSHANNON VALLEY CORRECTIONAL,PHILIPSBURG,PENNSYLVANIA,
2008-03-25 00:00:00,Booked into Detention,MOSHANNON VALLEY CORRECTIONAL,PHILIPSBURG,PENNSYLVANIA,
2008-03-25 00:00:00,Booked into Detention,ALLENWOOD (LOW) FCI,WHITE DEER,PENNSYLVANIA,
2008-03-25 00:00:00,Lifted,MOSHANNON VALLEY CORRECTIONAL,PHILIPSBURG,PENNSYLVANIA,
2008-03-25 00:00:00,Booked into Detention,MOSHANNON VALLEY CORRECTIONAL,PHILIPSBURG,PENNSYLVANIA,
2008-03-25 00:00:00,Case Closed,CLINTON COUNTY CORR. FAC.,MCELHATTAN,PENNSYLVANIA,
2008-03-25 00:00:00,Case Closed,FRANKLIN COUNTY JAIL,CHAMBERSBURG,PENNSYLVANIA,
2008-03-25 00:00:00,Booked into Detention,MOSHANNON VALLEY CORRECTIONAL,PHILIPSBURG,PENNSYLVANIA,
2008-03-25 00:00:00,Booked into Detention,MOSHANNON VALLEY CORRECTIONAL,PHILIPSBURG,PENNSYLVANIA,
2008-03-25 00:00:00,Booked into Detention,MOSHANNON VALLEY CORRECTIONAL,PHILIPSBURG,PENNSYLVANIA,
2008-03-25 00:00:00,Booked into Detention,MOSHANNON VALLEY CORRECTIONAL,PHILIPSBURG,PENNSYLVANIA,
2008-03-25 00:00:00,,MOSHANNON VALLEY CORRECTIONAL,PHILIPSBURG,PENNSYLVANIA,
2008-03-25 00:00:00,Booked into Detention,ALLENWOOD (LOW) FCI,WHITE DEER,PENNSYLVANIA,
2008-03-25 00:00:00,Booked into Detention,MOSHANNON VALLEY CORRECTIONAL,PHILIPSBURG,PENNSYLVANIA,
2008-03-25 00:00:00,Booked into Detention,MOSHANNON VALLEY CORRECTIONAL,PHILIPSBURG,PENNSYLVANIA,
2008-03-25 00:00:00,Case Closed,MOSHANNON VALLEY CORRECTIONAL,PHILIPSBURG,PENNSYLVANIA,
2008-03-25 00:00:00,Booked into Detention,MOSHANNON VALLEY CORRECTIONAL,PHILIPSBURG,PENNSYLVANIA,
2008-03-25 00:00:00,,MOSHANNON VALLEY CORRECTIONAL,PHILIPSBURG,PENNSYLVANIA,
2008-03-25 00:00:00,Booked into Detention,MOSHANNON VALLEY CORRECTIONAL,PHILIPSBURG,PENNSYLVANIA,
2008-03-25 00:00:00,Booked into Detention,MOSHANNON VALLEY CORRECTIONAL,PHILIPSBURG,PENNSYLVANIA,
2008-03-25 00:00:00,,"LACKAWANA CNTY JAIL, PA",SCRANTON,PENNSYLVANIA,
2008-03-25 00:00:00,Case Closed,MOSHANNON VALLEY CORRECTIONAL,PHILIPSBURG,PENNSYLVANIA,
2008-03-25 00:00:00,Case Closed,CURRAN FROMHOLD CORR.FAC.,PHILADELPHIA,PENNSYLVANIA,
2008-03-25 00:00:00,,MOSHANNON VALLEY CORRECTIONAL,PHILIPSBURG,PENNSYLVANIA,
2008-03-25 00:00:00,,MOSHANNON VALLEY CORRECTIONAL,PHILIPSBURG,PENNSYLVANIA,
2008-03-25 00:00:00,Booked into Detention,MOSHANNON VALLEY CORRECTIONAL,PHILIPSBURG,PENNSYLVANIA,
2008-03-25 00:00:00,,MOSHANNON VALLEY CORRECTIONAL,PHILIPSBURG,PENNSYLVANIA,
2008-03-25 00:00:00,,"LACKAWANA CNTY JAIL, PA",SCRANTON,PENNSYLVANIA,
2008-03-25 00:00:00,Booked into Detention,MOSHANNON VALLEY CORRECTIONAL,PHILIPSBURG,PENNSYLVANIA,
2008-03-25 00:00:00,Booked into Detention,MOSHANNON VALLEY CORRECTIONAL,PHILIPSBURG,PENNSYLVANIA,
2008-03-25 00:00:00,Booked into Detention,"BUCKS CNTY JAIL, PA",DOYLESTOWN,PENNSYLVANIA,
2008-03-25 00:00:00,Case Closed,ALLENWOOD U.S.PEN.,WHITE DEER,PENNSYLVANIA,
2008-03-25 00:00:00,Booked into Detention,ALLENWOOD (MED) FCI,WHITE DEER,PENNSYLVANIA,
2008-03-25 00:00:00,Booked into Detention,MOSHANNON VALLEY CORRECTIONAL,PHILIPSBURG,PENNSYLVANIA,
2008-03-25 00:00:00,Case Closed,ALLENWOOD (LOW) FCI,WHITE DEER,PENNSYLVANIA,
2008-03-25 00:00:00,Booked into Detention,MOSHANNON VALLEY CORRECTIONAL,PHILIPSBURG,PENNSYLVANIA,
2008-03-25 00:00:00,,"CHESTER CNTY JAIL, PA",WEST CHESTER,PENNSYLVANIA,
2008-03-25 00:00:00,Case Closed,ALLENWOOD U.S.PEN.,WHITE DEER,PENNSYLVANIA,
2008-03-25 00:00:00,Booked into Detention,ALLENWOOD U.S.PEN.,WHITE DEER,PENNSYLVANIA,
2008-03-25 00:00:00,,ALLENWOOD (MED) FCI,WHITE DEER,PENNSYLVANIA,
2008-03-25 00:00:00,,MOSHANNON VALLEY CORRECTIONAL,PHILIPSBURG,PENNSYLVANIA,
2008-03-25 00:00:00,,MOSHANNON VALLEY CORRECTIONAL,PHILIPSBURG,PENNSYLVANIA,
2008-03-25 00:00:00,Booked into Detention,MOSHANNON VALLEY CORRECTIONAL,PHILIPSBURG,PENNSYLVANIA,
2008-03-25 00:00:00,,MOSHANNON VALLEY CORRECTIONAL,PHILIPSBURG,PENNSYLVANIA,
2008-03-25 00:00:00,Booked into Detention,MOSHANNON VALLEY CORRECTIONAL,PHILIPSBURG,PENNSYLVANIA,
2008-03-25 00:00:00,Booked into Detention,"CHESTER CNTY JAIL, PA",WEST CHESTER,PENNSYLVANIA,
2008-03-25 00:00:00,Booked into Detention,ALLENWOOD (LOW) FCI,WHITE DEER,PENNSYLVANIA,
2008-03-25 00:00:00,Booked into Detention,MOSHANNON VALLEY CORRECTIONAL,PHILIPSBURG,PENNSYLVANIA,
2008-03-25 00:00:00,Booked into Detention,MOSHANNON VALLEY CORRECTIONAL,PHILIPSBURG,PENNSYLVANIA,
2008-03-25 00:00:00,Booked into Detention,MOSHANNON VALLEY CORRECTIONAL,PHILIPSBURG,PENNSYLVANIA,
2008-03-25 00:00:00,Booked into Detention,CLINTON COUNTY CORR. FAC.,MCELHATTAN,PENNSYLVANIA,
2008-03-26 00:00:00,Booked into Detention,MOSHANNON VALLEY CORRECTIONAL,PHILIPSBURG,PENNSYLVANIA,
2008-03-26 00:00:00,,SCI GREENE,WAYNESBURG,PENNSYLVANIA,
2008-03-26 00:00:00,,SCI GREENE,WAYNESBURG,PENNSYLVANIA,
2008-03-26 00:00:00,Booked into Detention,SCI GREENE,WAYNESBURG,PENNSYLVANIA,
2008-03-26 00:00:00,,SCI GREENE,WAYNESBURG,PENNSYLVANIA,
2008-03-26 00:00:00,Booked into Detention,MOSHANNON VALLEY CORRECTIONAL,PHILIPSBURG,PENNSYLVANIA,
2008-03-26 00:00:00,Booked into Detention,MOSHANNON VALLEY CORRECTIONAL,PHILIPSBURG,PENNSYLVANIA,
2008-03-26 00:00:00,Booked into Detention,MOSHANNON VALLEY CORRECTIONAL,PHILIPSBURG,PENNSYLVANIA,
2008-03-26 00:00:00,,SCI GREENE,WAYNESBURG,PENNSYLVANIA,
2008-03-26 00:00:00,Booked into Detention,MOSHANNON VALLEY CORRECTIONAL,PHILIPSBURG,PENNSYLVANIA,
2008-03-26 00:00:00,,SCI GREENE,WAYNESBURG,PENNSYLVANIA,
2008-03-26 00:00:00,,SCI GREENE,WAYNESBURG,PENNSYLVANIA,
2008-03-26 00:00:00,,"CHESTER CNTY JAIL, PA",WEST CHESTER,PENNSYLVANIA,
2008-03-26 00:00:00,Booked into Detention,MOSHANNON VALLEY CORRECTIONAL,PHILIPSBURG,PENNSYLVANIA,
2008-03-26 00:00:00,,SCI RETREAT,HUNLOCK CRREK,PENNSYLVANIA,
2008-03-26 00:00:00,Booked into Detention,MOSHANNON VALLEY CORRECTIONAL,PHILIPSBURG,PENNSYLVANIA,
2008-03-26 00:00:00,Booked into Detention,ALLENWOOD (LOW) FCI,WHITE DEER,PENNSYLVANIA,
2008-03-26 00:00:00,Booked into Detention,ALLENWOOD (LOW) FCI,WHITE DEER,PENNSYLVANIA,
2008-03-26 00:00:00,Case Closed,CLINTON COUNTY CORR. FAC.,MCELHATTAN,PENNSYLVANIA,
2008-03-26 00:00:00,Booked into Detention,MOSHANNON VALLEY CORRECTIONAL,PHILIPSBURG,PENNSYLVANIA,
2008-03-26 00:00:00,,MOSHANNON VALLEY CORRECTIONAL,PHILIPSBURG,PENNSYLVANIA,
2008-03-26 00:00:00,,"BUCKS CNTY JAIL, PA",DOYLESTOWN,PENNSYLVANIA,
2008-03-26 00:00:00,,SCI GREENE,WAYNESBURG,PENNSYLVANIA,
2008-03-26 00:00:00,Case Closed,LUZERNE COUNTY JAIL,WILKESBARRE,PENNSYLVANIA,
2008-03-26 00:00:00,,SCI GREENE,WAYNESBURG,PENNSYLVANIA,
2008-03-26 00:00:00,Case Closed,"YORK COUNTY JAIL, PA",YORK,PENNSYLVANIA,
2008-03-26 00:00:00,,SCI GREENE,WAYNESBURG,PENNSYLVANIA,
2008-03-26 00:00:00,,SCI GREENE,WAYNESBURG,PENNSYLVANIA,
2008-03-26 00:00:00,,SCI GREENE,WAYNESBURG,PENNSYLVANIA,
2008-03-26 00:00:00,Booked into Detention,MOSHANNON VALLEY CORRECTIONAL,PHILIPSBURG,PENNSYLVANIA,
2008-03-27 00:00:00,Booked into Detention,CURRAN FROMHOLD CORR.FAC.,PHILADELPHIA,PENNSYLVANIA,
2008-03-27 00:00:00,Booked into Detention,"LEHIGH COUNTY JAIL, PA",ALLENTOWN,PENNSYLVANIA,
2008-03-27 00:00:00,,SCI ALBION,ALBION,PENNSYLVANIA,
2008-03-27 00:00:00,Booked into Detention,ALLENWOOD (MED) FCI,WHITE DEER,PENNSYLVANIA,
2008-03-27 00:00:00,Lifted,USP CANAAN,WAYMART,PENNSYLVANIA,
2008-03-27 00:00:00,Booked into Detention,USP CANAAN,WAYMART,PENNSYLVANIA,
2008-03-27 00:00:00,Booked into Detention,USP CANAAN,WAYMART,PENNSYLVANIA,
2008-03-27 00:00:00,Booked into Detention,COLUMBIA COUNTY JAIL,BLOOMSBURG,PENNSYLVANIA,
2008-03-27 00:00:00,,USP CANAAN,WAYMART,PENNSYLVANIA,
2008-03-27 00:00:00,,SCI ALBION,ALBION,PENNSYLVANIA,
2008-03-27 00:00:00,,"SCI DALLAS, PA",DALLAS,PENNSYLVANIA,
2008-03-27 00:00:00,Booked into Detention,WESTMORELAND COUNTY JAIL,GREENSBURG,PENNSYLVANIA,
2008-03-27 00:00:00,Booked into Detention,USP CANAAN,WAYMART,PENNSYLVANIA,
2008-03-27 00:00:00,Booked into Detention,ALLENWOOD (LOW) FCI,WHITE DEER,PENNSYLVANIA,
